comment,likes,replies,date,timestamp,seconds,clean_comment,weight,label,confidence,sentiment_score,segment
"45:35 .
Тупейший вопрос 😅
Тоесть чистота - это диктатура ? И  цель чистоты похвастаться перед  другими станами ???? Бред !!
А в голову приходит хоть одна мысль, что это делают для комфорта людей и жителей города ?! Конечно же нет😅 на западе настолько отвыкли от мысли , что власти могут думать о людях . Вот и думайте ,где диктаторы, а где хорошие управленцы",2,0,03/20/2024,45:35,2735,". тупейший вопрос 😅 тоесть чистота - это диктатура ? и цель чистоты похвастаться перед другими станами ???? бред !! а в голову приходит хоть одна мысль, что это делают для комфорта людей и жителей города ?! конечно же нет😅 на западе настолько отвыкли от мысли , что власти могут думать о людях . вот и думайте ,где диктаторы, а где хорошие управленцы",4,neutral,0.87,0,91
"Tucker is a man that can stand on his own two feet, a bright & caring man indeed!👍 3:04:22",2,0,03/02/2024,3:04:22,11062,"tucker is a man that can stand on his own two feet, a bright & caring man indeed!👍",4,positive,0.98,1,368
"45:23. What Tucker Carlson said about 1985 is also a little known fact to the Millenials and Gen Z. American Race relations from 1983 to 1987 were actually better then than they are today!!Hillariously enough, most Gen Zers and Millenials don't know this fact!!!",2,0,03/01/2024,45:23,2723,". what tucker carlson said about 1985 is also a little known fact to the millenials and gen z. american race relations from 1983 to 1987 were actually better then than they are today!!hillariously enough, most gen zers and millenials don't know this fact!!!",4,positive,0.61,1,90
"1:30:00 you both are blind, so many pictures from Western media showing Ukrainian soldiers with nаzi symbols on their uniforms, tanks....uh, you didn't research enough",2,0,02/28/2024,1:30:00,5400,"you both are blind, so many pictures from western media showing ukrainian soldiers with nаzi symbols on their uniforms, tanks....uh, you didn't research enough",4,negative,0.83,-1,180
26:30 there're lot of statues of Lenin.,2,0,02/28/2024,26:30,1590,there're lot of statues of lenin.,4,neutral,0.85,0,53
"Lex, thank you for presenting this gentleman in his full picture. You have proven without a doubt that this person, those like him, those that respect him, and those that call him his friend have only one purpose in  55:31 , to remain entrenched in the past.",2,0,02/28/2024,55:31,3331,"lex, thank you for presenting this gentleman in his full picture. you have proven without a doubt that this person, those like him, those that respect him, and those that call him his friend have only one purpose in , to remain entrenched in the past.",4,positive,0.64,1,111
1:31:00 discussion about nazis in ukraine. are you both idiots for real? its not that bandera is the national hero of ukraine suddenly and the whole nation is renaming stuff after ww2 nazis and building their monuments.,2,0,02/28/2024,1:31:00,5460,discussion about nazis in ukraine. are you both idiots for real? its not that bandera is the national hero of ukraine suddenly and the whole nation is renaming stuff after ww2 nazis and building their monuments.,4,negative,0.82,-1,182
"12:50 Ukraine's going to win, just like how the US won in Afghanistan.",2,0,02/28/2024,12:50,770,"ukraine's going to win, just like how the us won in afghanistan.",4,neutral,0.6,0,25
"2:02:20. Google search is great, but unfortunately the powers that be are eliminating access to certain knowledge that they don't want people to access by manipulating search algorithms. 
It's the modern equivalent of book burning, Lex, but exceedingly more effective, by a factor of magnitude.
But you are spot on about wikipedia - as long as you avoid political topics or political writers or thinkers, you can really learn a lot about a subject VERY quickly.",2,0,03/01/2024,2:02:20,7340,". google search is great, but unfortunately the powers that be are eliminating access to certain knowledge that they don't want people to access by manipulating search algorithms. it's the modern equivalent of book burning, lex, but exceedingly more effective, by a factor of magnitude. but you are spot on about wikipedia - as long as you avoid political topics or political writers or thinkers, you can really learn a lot about a subject very quickly.",4,negative,0.6,-1,244
"Tucker doesn't believe there are Nazis in Ukraine? 
A bit ignorant. 
And Putin is silly for saying it? 
Sorry, Tucker, you are ignorant about this. 
And Lex is ignorant about the neonazis as well, that Zelensky is not affected by them. 
That they have no power in government, and that Lex has ""seen no data"" to show that they have a lot of influence in Ukraine.
Two ignorant people talking about something they don't understand. 1:30:30.
Such self-assured arrogance. Yuk.",2,0,03/01/2024,1:30:30,5430,"tucker doesn't believe there are nazis in ukraine? a bit ignorant. and putin is silly for saying it? sorry, tucker, you are ignorant about this. and lex is ignorant about the neonazis as well, that zelensky is not affected by them. that they have no power in government, and that lex has ""seen no data"" to show that they have a lot of influence in ukraine. two ignorant people talking about something they don't understand. . such self-assured arrogance. yuk.",4,negative,0.89,-1,181
"1:25:40 Exactly. When was Prigozhin's rebellion. Putin fled to Valdai, a second after recording his appeal to the country.",2,0,03/01/2024,1:25:40,5140,"exactly. when was prigozhin's rebellion. putin fled to valdai, a second after recording his appeal to the country.",4,neutral,0.78,0,171
1:02:25 — for an hour you’ve been giving examples of how you don’t have freedoms in USA and say that “no country has freedoms other than us”. How is that even possible to have two completely opposite thoughts at the same time?,2,0,03/20/2024,1:02:25,3745,— for an hour you’ve been giving examples of how you don’t have freedoms in usa and say that “no country has freedoms other than us”. how is that even possible to have two completely opposite thoughts at the same time?,4,negative,0.8,-1,124
2:30:00 The fact that Lex fails to mention the DIA in a discussion about the world's most powerful intelligence agency...that says it all.,2,0,03/01/2024,2:30:00,9000,the fact that lex fails to mention the dia in a discussion about the world's most powerful intelligence agency...that says it all.,4,negative,0.72,-1,300
2:50:20 I love my leader thank you for bringing  him up,2,0,03/01/2024,2:50:20,10220,i love my leader thank you for bringing him up,4,positive,0.98,1,340
"1:31:40
interesting fact that nobody counts the neo-nazi movements in Russia (which are numerous)
so Putin's claims about denazifying Ukraine while Russia stays un-denazified are mere hypocrisy",2,0,03/01/2024,1:31:40,5500,interesting fact that nobody counts the neo-nazi movements in russia (which are numerous) so putin's claims about denazifying ukraine while russia stays un-denazified are mere hypocrisy,4,negative,0.64,-1,183
@1:30:00 - I guess both of you missed the fact that the Azov battalion in Ukraine are literally Nazis... And you call yourselves journalists...,2,0,02/28/2024,1:30:00,5400,@ - i guess both of you missed the fact that the azov battalion in ukraine are literally nazis... and you call yourselves journalists...,4,negative,0.83,-1,180
"At 1:25:11 - This is one reason I can’t stand Tucker, the fake laugh, the fake persona, this is all a character he is playing.

I do find in interviews like this he is better than when he was doing his own show on Fox. That was unwatchable, for anyone with a brain.

Obviously millions of stupid people loved that character. 

I have no idea what he’s like on his new show, but he has always seemed like an empty suit.

A fraud, a phony, a con man.",2,0,02/28/2024,1:25:11,5111,"at - this is one reason i can’t stand tucker, the fake laugh, the fake persona, this is all a character he is playing. i do find in interviews like this he is better than when he was doing his own show on fox. that was unwatchable, for anyone with a brain. obviously millions of stupid people loved that character. i have no idea what he’s like on his new show, but he has always seemed like an empty suit. a fraud, a phony, a con man.",4,negative,0.92,-1,170
